school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,subject,student_id,school_enc,sex_enc,address_enc,famsize_enc,Pstatus_enc,Mjob_enc,Fjob_enc,reason_enc,guardian_enc,avg_grade,performance_class
MS,M,21,R,GT3,T,1,1,other,other,course,other,1,1,3,0,0,0,0,0,1,0,0,5,5,3,3,3,3,3,10,8,7,Math,393,1,1,0,1,1,2,2,0,2,8.333333333333334,At-Risk
MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0,11,12,10,Math,394,1,1,0,0,1,3,2,0,1,11.0,Average
MS,M,19,U,LE3,T,1,1,other,at_home,course,father,1,1,0,0,0,0,0,1,1,1,0,3,2,3,3,3,5,5,8,9,9,Math,395,1,1,1,0,1,2,0,0,0,8.666666666666666,At-Risk
GP,F,18,U,GT3,A,4,4,at_home,teacher,course,mother,2,2,0,1,0,0,0,1,1,0,0,4,3,4,1,1,3,4,0,11,11,Portuguese,396,0,0,1,1,0,0,4,0,1,7.333333333333333,Average
GP,F,17,U,GT3,T,1,1,at_home,other,course,father,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,1,3,2,9,11,11,Portuguese,397,0,0,1,1,1,0,2,0,0,10.333333333333334,Average
GP,F,15,U,LE3,T,1,1,at_home,other,other,mother,1,2,0,1,0,0,0,1,1,1,0,4,3,2,2,3,3,6,12,13,12,Portuguese,398,0,0,1,0,1,0,2,2,1,12.333333333333334,Average
GP,F,15,U,GT3,T,4,2,health,services,home,mother,1,3,0,0,1,0,1,1,1,1,1,3,2,2,1,1,5,0,14,14,14,Portuguese,399,0,0,1,1,1,1,3,1,1,14.0,Average
GP,F,16,U,GT3,T,3,3,other,other,home,father,1,2,0,0,1,0,0,1,1,0,0,4,3,2,1,2,5,0,11,13,13,Portuguese,400,0,0,1,1,1,2,2,1,0,12.333333333333334,Average
GP,M,16,U,LE3,T,4,3,services,other,reputation,mother,1,2,0,0,1,0,1,1,1,1,0,5,4,2,1,2,5,6,12,12,13,Portuguese,401,0,1,1,0,1,3,2,3,1,12.333333333333334,Average
GP,M,16,U,LE3,T,2,2,other,other,home,mother,1,2,0,0,0,0,0,1,1,1,0,4,4,4,1,1,3,0,13,12,13,Portuguese,402,0,1,1,0,1,2,2,1,1,12.666666666666666,Average
GP,F,17,U,GT3,A,4,4,other,teacher,home,mother,2,2,0,1,1,0,0,1,1,0,0,4,1,4,1,1,1,2,10,13,13,Portuguese,403,0,0,1,1,0,2,4,1,1,12.0,Average
GP,M,15,U,LE3,A,3,2,services,other,home,mother,1,2,0,0,1,0,0,1,1,1,0,4,2,2,1,1,1,0,15,16,17,Portuguese,404,0,1,1,0,0,3,2,1,1,16.0,High
GP,M,15,U,GT3,T,3,4,other,other,home,mother,1,2,0,0,1,0,1,1,1,1,0,5,5,1,1,1,5,0,12,12,13,Portuguese,405,0,1,1,1,1,2,2,1,1,12.333333333333334,Average
GP,F,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2,0,0,1,0,0,1,1,1,0,3,3,3,1,2,2,2,14,14,14,Portuguese,406,0,0,1,1,1,4,1,3,1,14.0,Average
GP,F,15,U,GT3,T,2,1,services,other,reputation,father,3,3,0,0,1,0,1,1,1,1,0,5,2,2,1,1,4,0,10,12,13,Portuguese,407,0,0,1,1,1,3,2,3,0,11.666666666666666,Average
GP,M,15,U,LE3,T,4,4,health,services,course,father,1,1,0,0,1,0,1,1,1,1,0,4,3,3,1,3,5,0,12,13,12,Portuguese,408,0,1,1,0,1,1,3,0,0,12.333333333333334,Average
GP,M,15,U,GT3,T,4,3,teacher,other,course,mother,2,2,0,0,1,0,0,1,1,1,0,5,4,3,1,2,3,0,12,12,13,Portuguese,409,0,1,1,1,1,4,2,0,1,12.333333333333334,Average
GP,M,15,U,GT3,A,2,2,other,other,home,other,1,3,0,0,1,0,0,1,1,1,1,4,5,2,1,1,3,0,14,14,15,Portuguese,410,0,1,1,1,0,2,2,1,2,14.333333333333334,High
GP,F,16,U,GT3,T,4,4,health,other,home,mother,1,1,0,0,1,0,0,1,1,1,0,4,4,4,1,2,2,6,17,17,17,Portuguese,411,0,0,1,1,1,1,2,1,1,17.0,High
GP,F,16,U,GT3,T,4,4,services,services,reputation,mother,1,3,0,0,1,0,1,1,1,1,0,3,2,3,1,2,2,10,13,13,14,Portuguese,412,0,0,1,1,1,3,3,3,1,13.333333333333334,Average
GP,F,16,U,GT3,T,3,3,other,other,reputation,mother,3,2,0,1,1,0,1,1,1,0,0,5,3,2,1,1,4,2,13,14,14,Portuguese,413,0,0,1,1,1,2,2,3,1,13.666666666666666,Average
GP,M,17,U,GT3,T,3,2,services,services,course,mother,1,1,3,0,1,1,1,1,1,1,0,5,5,5,2,4,5,2,8,8,7,Portuguese,414,0,1,1,1,1,3,3,0,1,7.666666666666667,At-Risk
GP,M,16,U,LE3,T,4,3,health,other,home,father,1,1,0,0,0,0,1,1,1,1,0,3,1,3,1,3,5,6,12,12,12,Portuguese,415,0,1,1,0,1,1,2,1,0,12.0,Average
GP,M,15,U,GT3,T,4,3,teacher,other,reputation,mother,1,2,0,0,0,0,0,1,1,1,0,4,4,1,1,1,1,0,12,13,14,Portuguese,416,0,1,1,1,1,4,2,3,1,13.0,Average
GP,M,15,U,GT3,T,4,4,health,health,other,father,1,1,0,0,1,1,0,1,1,1,0,5,4,2,1,1,5,0,11,12,12,Portuguese,417,0,1,1,1,1,1,1,2,0,11.666666666666666,Average
GP,M,16,U,LE3,T,4,2,teacher,other,course,mother,1,2,0,0,0,0,1,1,1,1,0,4,5,1,1,3,5,0,12,13,14,Portuguese,418,0,1,1,0,1,4,2,0,1,13.0,Average
GP,M,16,U,LE3,T,2,2,other,other,reputation,mother,2,2,0,0,1,0,1,1,1,1,0,5,4,4,2,4,5,2,10,10,10,Portuguese,419,0,1,1,0,1,2,2,3,1,10.0,Average
GP,F,15,R,GT3,T,2,4,services,health,course,mother,1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,10,11,10,Portuguese,420,0,0,0,1,1,3,1,0,1,10.333333333333334,Average
GP,F,16,U,GT3,T,2,2,services,services,home,mother,1,1,0,0,1,0,0,0,1,1,0,1,2,2,1,3,5,6,10,11,12,Portuguese,421,0,0,1,1,1,3,3,1,1,11.0,Average
GP,M,15,U,GT3,T,2,2,other,other,home,mother,1,1,0,0,1,0,0,1,1,1,0,4,2,2,1,2,5,8,11,12,12,Portuguese,422,0,1,1,1,1,2,2,1,1,11.666666666666666,Average
GP,M,15,U,GT3,T,4,2,health,services,other,mother,1,1,0,0,0,0,0,1,1,1,0,2,2,4,2,4,1,0,11,11,11,Portuguese,423,0,1,1,1,1,1,3,2,1,11.0,Average
GP,M,16,U,LE3,A,3,4,services,other,home,mother,1,2,0,1,1,1,1,1,1,1,0,5,3,3,1,1,5,2,12,12,13,Portuguese,424,0,1,1,0,0,3,2,1,1,12.333333333333334,Average
GP,M,16,U,GT3,T,4,4,teacher,teacher,home,mother,1,2,0,0,1,1,1,1,1,1,1,4,4,5,5,5,5,4,12,11,12,Portuguese,425,0,1,1,1,1,4,4,1,1,11.666666666666666,Average
GP,M,15,U,GT3,T,4,4,health,services,home,mother,1,2,0,0,1,1,0,0,1,1,0,5,4,2,3,4,5,0,10,11,11,Portuguese,426,0,1,1,1,1,1,3,1,1,10.666666666666666,Average
GP,M,15,U,GT3,T,4,4,services,services,reputation,mother,2,2,0,0,1,0,1,1,1,1,0,4,3,1,1,1,5,2,15,15,15,Portuguese,427,0,1,1,1,1,3,3,3,1,15.0,High
GP,M,15,R,GT3,T,4,3,teacher,at_home,course,mother,1,2,0,0,1,0,1,1,1,1,1,4,5,2,1,1,5,0,13,14,15,Portuguese,428,0,1,0,1,1,4,0,0,1,14.0,High
GP,M,15,U,LE3,T,3,3,other,other,course,mother,1,2,0,0,0,0,1,0,1,1,0,5,3,2,1,1,2,0,13,12,12,Portuguese,429,0,1,1,0,1,2,2,0,1,12.333333333333334,Average
GP,M,16,U,GT3,T,3,2,other,other,home,mother,1,1,0,0,1,0,0,0,1,1,0,5,4,3,1,1,5,4,12,12,12,Portuguese,430,0,1,1,1,1,2,2,1,1,12.0,Average
GP,F,15,U,GT3,T,2,3,other,other,other,father,2,1,0,0,1,0,1,1,1,0,0,3,5,1,1,1,5,4,11,11,11,Portuguese,431,0,0,1,1,1,2,2,2,0,11.0,Average
GP,M,15,U,LE3,T,4,3,teacher,services,home,mother,1,3,0,0,1,0,1,1,1,1,0,5,4,3,1,1,4,0,14,14,14,Portuguese,432,0,1,1,0,1,4,3,1,1,14.0,Average
GP,M,16,R,GT3,A,4,4,other,teacher,reputation,mother,2,3,0,0,1,0,1,1,1,1,1,2,4,3,1,1,5,4,13,13,13,Portuguese,433,0,1,0,1,0,2,4,3,1,13.0,Average
GP,F,15,R,GT3,T,3,4,services,health,course,mother,1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,11,12,12,Portuguese,434,0,0,0,1,1,3,1,0,1,11.666666666666666,Average
GP,F,15,R,GT3,T,2,2,at_home,other,reputation,mother,1,1,0,1,1,0,1,1,1,0,0,4,3,1,1,1,2,8,14,13,12,Portuguese,435,0,0,0,1,1,0,2,3,1,13.0,Average
GP,F,16,U,LE3,T,2,2,other,other,home,mother,2,2,0,0,1,0,1,0,1,1,1,3,3,3,1,2,3,16,11,11,10,Portuguese,436,0,0,1,0,1,2,2,1,1,10.666666666666666,Average
GP,M,15,U,LE3,T,4,4,teacher,other,home,other,1,1,0,0,1,0,0,0,1,1,1,5,4,3,2,4,5,8,10,11,11,Portuguese,437,0,1,1,0,1,4,2,1,2,10.666666666666666,Average
GP,M,15,U,GT3,T,4,4,services,teacher,course,father,1,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,5,0,14,15,15,Portuguese,438,0,1,1,1,1,3,4,0,0,14.666666666666666,High
GP,M,15,U,GT3,T,2,2,services,services,course,father,1,1,0,1,1,0,0,1,1,1,0,5,4,1,1,1,1,0,9,10,10,Portuguese,439,0,1,1,1,1,3,3,0,0,9.666666666666666,Average
GP,F,16,U,LE3,T,2,2,other,at_home,course,father,2,2,1,1,0,0,1,1,1,1,0,4,3,3,2,2,5,14,10,11,11,Portuguese,440,0,0,1,0,1,2,0,0,0,10.666666666666666,Average
GP,F,15,U,LE3,A,4,3,other,other,course,mother,1,2,0,1,1,1,1,1,1,1,1,5,2,2,1,1,5,4,10,11,11,Portuguese,441,0,0,1,0,0,2,2,0,1,10.666666666666666,Average
GP,F,16,U,LE3,A,3,3,other,services,home,mother,1,2,0,0,1,0,0,1,1,1,0,2,3,5,1,4,3,6,13,12,13,Portuguese,442,0,0,1,0,0,2,3,1,1,12.666666666666666,Average
GP,M,16,U,GT3,T,4,3,health,services,reputation,mother,1,4,0,0,0,0,1,1,1,1,0,4,2,2,1,1,2,2,17,17,17,Portuguese,443,0,1,1,1,1,1,3,3,1,17.0,High
GP,M,15,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,0,1,0,0,1,1,0,0,4,3,3,2,2,5,4,11,12,13,Portuguese,444,0,1,1,1,1,4,2,1,1,12.0,Average
GP,F,15,U,GT3,T,4,4,services,teacher,other,father,1,2,0,1,1,0,1,0,1,1,0,4,4,4,1,1,3,2,13,12,12,Portuguese,445,0,0,1,1,1,3,4,2,0,12.333333333333334,Average
GP,F,16,U,LE3,T,2,2,services,services,course,mother,3,2,0,0,1,0,0,1,1,1,0,4,3,3,2,3,4,0,14,13,13,Portuguese,446,0,0,1,0,1,3,3,0,1,13.333333333333334,Average
GP,F,15,U,LE3,T,4,2,health,other,other,mother,1,2,0,0,1,0,0,1,1,1,0,4,3,3,1,1,5,0,16,14,16,Portuguese,447,0,0,1,0,1,1,2,2,1,15.333333333333334,High
GP,M,15,U,LE3,A,4,2,health,health,other,father,2,1,0,0,0,0,0,1,1,0,0,5,5,5,3,4,5,4,10,9,9,Portuguese,448,0,1,1,0,0,1,1,2,0,9.333333333333334,At-Risk
GP,F,15,U,GT3,T,4,4,services,services,course,mother,1,1,0,1,1,0,0,1,1,1,0,3,3,4,2,3,5,0,13,12,12,Portuguese,449,0,0,1,1,1,3,3,0,1,12.333333333333334,Average
GP,F,15,U,LE3,A,3,3,other,other,other,mother,1,1,0,0,0,0,0,1,1,1,0,5,3,4,4,4,1,0,13,12,13,Portuguese,450,0,0,1,0,0,2,2,2,1,12.666666666666666,Average
GP,F,16,U,GT3,A,2,1,other,other,other,mother,1,2,0,0,0,0,1,1,1,1,1,5,3,4,1,1,2,2,12,13,12,Portuguese,451,0,0,1,1,0,2,2,2,1,12.333333333333334,Average
GP,F,15,U,GT3,A,4,3,services,services,reputation,mother,1,2,0,0,1,0,1,1,1,1,0,4,3,2,1,1,1,0,15,14,15,Portuguese,452,0,0,1,1,0,3,3,3,1,14.666666666666666,High
GP,M,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2,0,0,1,0,1,1,1,0,0,3,2,2,1,1,5,8,15,15,16,Portuguese,453,0,1,1,1,1,4,1,3,1,15.333333333333334,High
GP,M,15,U,LE3,T,1,2,other,at_home,home,father,1,2,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,0,14,13,14,Portuguese,454,0,1,1,0,1,2,0,1,0,13.666666666666666,Average
GP,F,16,U,GT3,T,4,2,services,other,course,mother,1,2,0,0,1,1,0,1,1,1,0,4,2,3,1,1,5,2,16,15,16,Portuguese,455,0,0,1,1,1,3,2,0,1,15.666666666666666,High
GP,F,16,R,GT3,T,4,4,health,teacher,other,mother,1,2,0,0,1,0,1,1,1,0,0,2,4,4,2,3,4,0,17,16,16,Portuguese,456,0,0,0,1,1,1,4,2,1,16.333333333333332,High
GP,F,16,U,GT3,T,1,1,services,services,course,father,4,1,0,1,1,0,1,0,1,1,1,5,5,5,5,5,5,0,10,10,16,Portuguese,457,0,0,1,1,1,3,3,0,0,12.0,High
GP,F,16,U,LE3,T,1,2,other,services,reputation,father,1,2,0,1,0,0,1,1,1,1,0,4,4,3,1,1,1,0,13,13,10,Portuguese,458,0,0,1,0,1,2,3,3,0,12.0,Average
GP,F,16,U,GT3,T,4,3,teacher,health,home,mother,1,3,0,1,1,0,1,1,1,1,0,3,4,4,2,4,4,0,14,13,13,Portuguese,459,0,0,1,1,1,4,1,1,1,13.333333333333334,Average
GP,F,15,U,LE3,T,4,3,services,services,reputation,father,1,2,0,1,0,0,1,1,1,1,1,4,4,4,2,4,2,0,13,12,12,Portuguese,460,0,0,1,0,1,3,3,3,0,12.333333333333334,Average
GP,F,16,U,LE3,T,4,3,teacher,services,course,mother,3,2,0,0,1,0,1,1,1,1,0,5,4,3,1,2,1,2,16,15,16,Portuguese,461,0,0,1,0,1,4,3,0,1,15.666666666666666,High
GP,M,15,U,GT3,A,4,4,other,services,reputation,mother,1,4,0,0,1,0,1,0,1,1,1,1,3,3,5,5,3,0,11,12,12,Portuguese,462,0,1,1,1,0,2,3,3,1,11.666666666666666,Average
GP,F,16,U,GT3,T,3,1,services,other,course,mother,1,4,0,1,1,0,0,1,1,1,0,4,3,3,1,2,5,0,10,9,10,Portuguese,463,0,0,1,1,1,3,2,0,1,9.666666666666666,Average
GP,F,15,R,LE3,T,2,2,health,services,reputation,mother,2,2,0,1,1,0,0,1,1,1,0,4,1,3,1,3,4,0,11,10,11,Portuguese,464,0,0,0,0,1,1,3,3,1,10.666666666666666,Average
GP,F,15,R,LE3,T,3,1,other,other,reputation,father,2,4,0,0,1,0,0,0,1,1,0,4,4,2,2,3,3,6,15,15,15,Portuguese,465,0,0,0,0,1,2,2,3,0,15.0,High
GP,M,16,U,GT3,T,3,1,other,other,reputation,father,2,4,0,0,1,0,0,1,1,1,0,4,3,2,1,1,5,2,13,11,11,Portuguese,466,0,1,1,1,1,2,2,3,0,11.666666666666666,Average
GP,M,15,U,GT3,T,4,2,other,other,course,mother,1,4,0,0,0,0,0,1,1,1,0,3,3,3,1,1,3,0,11,9,10,Portuguese,467,0,1,1,1,1,2,2,0,1,10.0,Average
GP,F,15,R,GT3,T,1,1,other,other,reputation,mother,1,2,0,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2,13,11,11,Portuguese,468,0,0,0,1,1,2,2,3,1,11.666666666666666,Average
GP,M,16,U,GT3,T,3,1,other,other,reputation,mother,1,1,0,0,0,0,1,1,1,0,0,5,3,2,2,2,5,0,13,13,14,Portuguese,469,0,1,1,1,1,2,2,3,1,13.333333333333334,Average
GP,F,16,U,GT3,T,3,3,other,services,home,mother,1,2,0,1,1,0,1,1,1,1,0,4,3,3,2,4,5,4,11,11,11,Portuguese,470,0,0,1,1,1,2,3,1,1,11.0,Average
GP,M,15,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,0,1,0,1,1,1,1,0,4,3,3,2,3,5,0,11,11,11,Portuguese,471,0,1,1,1,1,4,2,1,1,11.0,Average
GP,M,15,U,GT3,T,4,0,teacher,other,course,mother,2,4,0,0,0,0,1,1,1,1,0,3,4,3,1,1,1,0,12,11,11,Portuguese,472,0,1,1,1,1,4,2,0,1,11.333333333333334,Average
GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,4,0,0,0,0,0,1,1,1,1,5,2,3,1,3,3,1,13,13,13,Portuguese,473,0,0,1,1,1,2,2,3,1,13.0,Average
GP,M,17,U,GT3,T,2,1,other,other,home,mother,2,1,3,1,1,0,1,1,0,1,0,4,5,1,1,1,3,0,9,9,10,Portuguese,474,0,1,1,1,1,2,2,1,1,9.333333333333334,Average
GP,F,16,U,GT3,T,3,4,at_home,other,course,mother,1,2,0,0,1,0,0,1,1,1,0,2,4,3,1,2,3,14,12,11,11,Portuguese,475,0,0,1,1,1,0,2,0,1,11.333333333333334,Average
GP,M,15,U,GT3,T,2,3,other,services,course,father,1,1,0,1,1,0,1,0,1,1,1,3,2,2,1,3,3,0,11,11,12,Portuguese,476,0,1,1,1,1,2,3,0,0,11.333333333333334,Average
GP,M,15,U,GT3,T,2,3,other,other,home,mother,1,3,0,1,0,0,0,0,1,1,0,5,3,2,1,2,5,2,10,9,9,Portuguese,477,0,1,1,1,1,2,2,1,1,9.333333333333334,At-Risk
GP,F,15,U,LE3,T,3,2,services,other,reputation,mother,1,2,0,0,1,0,0,1,1,1,0,4,4,4,1,1,5,4,12,11,11,Portuguese,478,0,0,1,0,1,3,2,3,1,11.333333333333334,Average
GP,M,15,U,LE3,T,2,2,services,services,home,mother,2,2,0,0,0,1,1,1,1,1,0,5,3,3,1,3,4,2,13,12,13,Portuguese,479,0,1,1,0,1,3,3,1,1,12.666666666666666,Average
GP,F,15,U,GT3,T,1,1,other,other,home,father,1,2,0,0,1,0,1,0,1,1,0,4,3,2,2,3,4,2,13,12,12,Portuguese,480,0,0,1,1,1,2,2,1,0,12.333333333333334,Average
GP,F,15,U,GT3,T,4,4,services,services,reputation,father,2,2,0,0,0,0,0,1,1,1,1,4,4,4,2,3,5,4,12,11,12,Portuguese,481,0,0,1,1,1,3,3,3,0,11.666666666666666,Average
GP,F,16,U,LE3,T,2,2,at_home,other,course,mother,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,6,13,11,11,Portuguese,482,0,0,1,0,1,0,2,0,1,11.666666666666666,Average
GP,F,15,U,GT3,T,4,2,other,other,reputation,mother,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,15,15,15,Portuguese,483,0,0,1,1,1,2,2,3,1,15.0,High
GP,M,16,U,GT3,T,2,2,services,other,reputation,father,2,2,0,0,0,0,1,0,1,1,0,4,4,2,1,1,3,6,12,10,11,Portuguese,484,0,1,1,1,1,3,2,3,0,11.0,Average
GP,M,16,U,LE3,A,4,4,teacher,health,reputation,mother,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,6,9,9,10,Portuguese,485,0,1,1,0,0,4,1,3,1,9.333333333333334,Average
GP,F,16,U,GT3,T,3,3,other,other,home,mother,1,3,0,0,1,0,0,1,1,1,1,4,3,3,1,3,4,2,9,11,11,Portuguese,486,0,0,1,1,1,2,2,1,1,10.333333333333334,Average
GP,F,15,U,GT3,T,4,3,services,other,reputation,mother,1,1,0,0,0,0,1,1,1,1,0,4,5,5,1,3,1,6,14,13,13,Portuguese,487,0,0,1,1,1,3,2,3,1,13.333333333333334,Average
GP,F,16,U,LE3,T,3,1,other,other,home,father,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,0,12,13,12,Portuguese,488,0,0,1,0,1,2,2,1,0,12.333333333333334,Average
GP,F,16,U,GT3,T,4,2,teacher,services,home,mother,2,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,1,2,13,14,14,Portuguese,489,0,0,1,1,1,4,3,1,1,13.666666666666666,Average
GP,M,15,U,LE3,T,2,2,services,health,reputation,mother,1,4,0,0,1,0,1,1,1,1,0,4,3,4,1,1,4,2,11,12,12,Portuguese,490,0,1,1,0,1,3,1,3,1,11.666666666666666,Average
GP,F,15,R,GT3,T,1,1,at_home,other,home,mother,2,4,0,1,1,1,1,1,1,1,0,3,1,2,1,1,1,4,13,13,13,Portuguese,491,0,0,0,1,1,0,2,1,1,13.0,Average
GP,M,16,R,GT3,T,4,3,services,other,reputation,mother,2,1,0,1,1,1,1,0,1,1,0,3,3,3,1,1,4,6,9,11,11,Portuguese,492,0,1,0,1,1,3,2,3,1,10.333333333333334,Average
GP,F,16,U,GT3,T,2,1,other,other,course,mother,1,2,0,0,1,0,0,1,1,0,1,4,3,5,1,1,5,0,13,12,12,Portuguese,493,0,0,1,1,1,2,2,0,1,12.333333333333334,Average
GP,F,16,U,GT3,T,4,4,other,other,reputation,mother,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,4,12,13,13,Portuguese,494,0,0,1,1,1,2,2,3,1,12.666666666666666,Average
GP,F,16,U,GT3,T,4,3,other,at_home,course,mother,1,3,0,1,1,0,0,1,1,1,0,5,3,5,1,1,3,2,12,13,13,Portuguese,495,0,0,1,1,1,2,0,0,1,12.666666666666666,Average
GP,M,16,U,GT3,T,4,4,services,services,other,mother,1,1,0,1,1,0,1,1,1,1,0,4,5,5,5,5,4,12,9,9,8,Portuguese,496,0,1,1,1,1,3,3,2,1,8.666666666666666,At-Risk
GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0,16,16,16,Portuguese,497,0,1,1,1,1,3,4,2,0,16.0,High
GP,M,15,U,GT3,T,4,4,services,other,course,mother,1,1,0,0,1,1,1,0,1,1,0,5,3,3,1,1,5,2,12,13,12,Portuguese,498,0,1,1,1,1,3,2,0,1,12.333333333333334,Average
GP,F,15,U,GT3,T,3,2,services,other,home,mother,2,2,0,1,1,0,0,1,1,1,0,4,3,5,1,1,2,16,11,10,10,Portuguese,499,0,0,1,1,1,3,2,1,1,10.333333333333334,Average
GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,1,1,0,16,16,16,Portuguese,500,0,1,1,1,0,3,2,0,1,16.0,High
GP,F,15,U,GT3,A,3,3,other,health,reputation,father,1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10,10,10,10,Portuguese,501,0,0,1,1,0,2,1,3,0,10.0,Average
GP,F,15,U,GT3,T,2,2,other,other,course,mother,1,4,0,1,1,0,0,1,1,1,0,5,1,2,1,1,3,4,10,10,10,Portuguese,502,0,0,1,1,1,2,2,0,1,10.0,Average
GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,4,13,14,14,Portuguese,503,0,1,1,1,1,3,2,1,0,13.666666666666666,Average
GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,0,0,1,0,1,1,1,1,1,1,3,5,3,5,1,8,12,10,11,Portuguese,504,0,1,0,1,1,2,2,1,0,11.0,Average
GP,F,16,U,LE3,T,4,4,health,health,other,mother,1,3,0,0,1,0,1,1,1,1,1,5,4,5,1,1,4,2,15,15,14,Portuguese,505,0,0,1,0,1,1,1,2,1,14.666666666666666,Average
GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,4,13,14,14,Portuguese,506,0,1,1,0,0,4,4,0,1,13.666666666666666,Average
GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1,3,0,1,1,0,1,1,1,1,0,4,1,2,1,1,2,4,11,11,11,Portuguese,507,0,0,0,1,1,3,2,3,0,11.0,Average
GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,12,8,10,10,Portuguese,508,0,0,1,1,1,0,2,1,1,9.333333333333334,Average
GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,0,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10,18,17,18,Portuguese,509,0,1,1,0,1,4,2,0,1,17.666666666666668,High
GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0,0,0,0,1,1,1,1,1,5,4,2,1,1,5,4,10,9,10,Portuguese,510,0,1,0,1,1,1,3,3,1,9.666666666666666,Average
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,6,16,14,14,Portuguese,511,0,1,1,1,1,4,4,0,0,14.666666666666666,Average
GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,4,16,15,16,Portuguese,512,0,1,1,1,1,2,4,3,0,15.666666666666666,High
GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,6,14,14,15,Portuguese,513,0,1,1,1,1,2,3,1,0,14.333333333333334,High
GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2,1,0,1,0,1,1,1,1,0,5,2,4,1,4,5,14,12,11,11,Portuguese,514,0,1,0,1,1,2,2,0,0,11.333333333333334,Average
GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,2,14,13,14,Portuguese,515,0,1,1,1,1,2,2,3,0,13.666666666666666,Average
GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,0,14,14,14,Portuguese,516,0,0,1,1,1,0,3,0,1,14.0,Average
GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,0,0,1,0,1,1,1,1,0,5,5,4,1,2,5,6,14,13,13,Portuguese,517,0,1,1,1,1,3,3,1,0,13.333333333333334,Average
GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,0,1,0,1,1,1,1,1,4,2,2,1,2,5,2,14,12,13,Portuguese,518,0,0,1,0,1,2,1,0,0,13.0,Average
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,4,12,13,13,Portuguese,519,0,1,1,1,1,1,2,0,1,12.666666666666666,Average
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,0,0,0,0,1,1,1,1,5,4,4,1,1,5,0,12,11,11,Portuguese,520,0,0,1,1,1,2,2,1,1,11.333333333333334,Average
GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,2,9,9,9,Portuguese,521,0,1,1,1,1,3,3,1,0,9.0,At-Risk
